Accession	Female_Parent	Male_Parent	Cross_Type
BR-18GS-116-117	BGM-1253	BGM-2167	biparental
BR-18GS-116-12	BGM-1253	BGM-2167	biparental
BR-18GS-116-121	BGM-1253	BGM-2167	biparental
BR-18GS-116-13	BGM-1253	BGM-2167	biparental
BR-18GS-116-16	BGM-1253	BGM-2167	biparental
BR-18GS-116-18	BGM-1253	BGM-2167	biparental
BR-18GS-116-2	BGM-1253	BGM-2167	biparental
BR-18GS-116-20	BGM-1253	BGM-2167	biparental
BR-18GS-116-21	BGM-1253	BGM-2167	biparental
BR-18GS-116-23	BGM-1253	BGM-2167	biparental
BR-18GS-116-25	BGM-1253	BGM-2167	biparental
BR-18GS-116-26	BGM-1253	BGM-2167	biparental
BR-18GS-116-27	BGM-1253	BGM-2167	biparental
BR-18GS-116-28	BGM-1253	BGM-2167	biparental
BR-18GS-116-29	BGM-1253	BGM-2167	biparental
BR-18GS-116-30	BGM-1253	BGM-2167	biparental
BR-18GS-116-33	BGM-1253	BGM-2167	biparental
BR-18GS-116-34	BGM-1253	BGM-2167	biparental
BR-18GS-116-41	BGM-1253	BGM-2167	biparental
BR-18GS-116-43	BGM-1253	BGM-2167	biparental
BR-18GS-116-44	BGM-1253	BGM-2167	biparental
BR-18GS-116-49	BGM-1253	BGM-2167	biparental
BR-18GS-116-5	BGM-1253	BGM-2167	biparental
BR-18GS-116-50	BGM-1253	BGM-2167	biparental
BR-18GS-116-59	BGM-1253	BGM-2167	biparental
BR-18GS-116-62	BGM-1253	BGM-2167	biparental
BR-18GS-116-69	BGM-1253	BGM-2167	biparental
BR-18GS-116-76	BGM-1253	BGM-2167	biparental
BR-18GS-116-81	BGM-1253	BGM-2167	biparental
BR-18GS-116-89	BGM-1253	BGM-2167	biparental
BR-18GS-116-9	BGM-1253	BGM-2167	biparental
BR-18GS-116-91	BGM-1253	BGM-2167	biparental
BR-18GS-116-93	BGM-1253	BGM-2167	biparental
BR-18GS-116-99	BGM-1253	BGM-2167	biparental
BR-18GS-117			
BR-18GS-118			
BR-18GS-119	BGM-0046		open
BR-18GS-119-10	BGM-0046		open
BR-18GS-119-18	BGM-0046		open
BR-18GS-119-28	BGM-0046		open
BR-18GS-119-41	BGM-0046		open
BR-18GS-119-43	BGM-0046		open
BR-18GS-119-49	BGM-0046		open
BR-18GS-119-7	BGM-0046		open
BR-18GS-121			
BR-18GS-122			
BR-18GS-122-19	BGM-0470		open
BR-18GS-122-8	BGM-0470		open
BR-18GS-123	BGM-0717		open
BR-18GS-123-3	BGM-0717		open
BR-18GS-124			
BR-18GS-124-105	BGM-0888		open
BR-18GS-125			
BR-18GS-126			
BR-18GS-127			
BR-18GS-128			
BR-18GS-128-1	BGM-1760		open
BR-18GS-128-12	BGM-1760		open
BR-18GS-128-15	BGM-1760		open
BR-18GS-128-16	BGM-1760		open
BR-18GS-128-20	BGM-1760		open
BR-18GS-128-23	BGM-1760		open
BR-18GS-128-24	BGM-1760		open
BR-18GS-128-25	BGM-1760		open
BR-18GS-128-26	BGM-1760		open
BR-18GS-128-28	BGM-1760		open
BR-18GS-128-30	BGM-1760		open
BR-18GS-128-31	BGM-1760		open
BR-18GS-128-4	BGM-1760		open
BR-18GS-128-6	BGM-1760		open
BR-18GS-129	BRS-Jarina		open
BR-18GS-129-30	BRS-Jarina		open
BR-18GS-129-36	BRS-Jarina		open
BR-18GS-129-48	BRS-Jarina		open
BR-18GS-129-56	BRS-Jarina		open
BR-18GS-129-58	BRS-Jarina		open
BR-18GS-129-59	BRS-Jarina		open
BR-18GS-129-66	BRS-Jarina		open
BR-18GS-129-67	BRS-Jarina		open
BR-18GS-130			
BR-18GS-131	BRS-Tapioqueira		open
BR-18GS-131-10	BRS-Tapioqueira		open
BR-18GS-131-11	BRS-Tapioqueira		open
BR-18GS-131-14	BRS-Tapioqueira		open
BR-18GS-131-17	BRS-Tapioqueira		open
BR-18GS-131-18	BRS-Tapioqueira		open
BR-18GS-131-19	BRS-Tapioqueira		open
BR-18GS-131-20	BRS-Tapioqueira		open
BR-18GS-131-23	BRS-Tapioqueira		open
BR-18GS-131-35	BRS-Tapioqueira		open
BR-18GS-131-6	BRS-Tapioqueira		open
BR-18GS-131-9	BRS-Tapioqueira		open
BR-18GS-132			
BR-18GS-134			
BR-18GS-134-1	BGM-0818	BRS-Tapioqueira	biparental
BR-18GS-134-11	BGM-0818	BRS-Tapioqueira	biparental
BR-18GS-134-12	BGM-0818	BRS-Tapioqueira	biparental
BR-18GS-134-14	BGM-0818	BRS-Tapioqueira	biparental
BR-18GS-134-15	BGM-0818	BRS-Tapioqueira	biparental
BR-18GS-134-16	BGM-0818	BRS-Tapioqueira	biparental
BR-18GS-134-17	BGM-0818	BRS-Tapioqueira	biparental
BR-18GS-134-21	BGM-0818	BRS-Tapioqueira	biparental
BR-18GS-134-22	BGM-0818	BRS-Tapioqueira	biparental
BR-18GS-134-24	BGM-0818	BRS-Tapioqueira	biparental
BR-18GS-134-26	BGM-0818	BRS-Tapioqueira	biparental
BR-18GS-134-27	BGM-0818	BRS-Tapioqueira	biparental
BR-18GS-134-29	BGM-0818	BRS-Tapioqueira	biparental
BR-18GS-134-6	BGM-0818	BRS-Tapioqueira	biparental
BR-18GS-134-8	BGM-0818	BRS-Tapioqueira	biparental
BR-18GS-135			
BR-18GS-136			
BR-18GS-136-2	BGM-0818	BGM-0815	biparental
BR-18-wx-003-16			
BR-19-001-18	BGM-1148	BGM-2020	biparental
BR-19-001-19	BGM-1148	BGM-2020	biparental
BR-19-001-24	BGM-1148	BGM-2020	biparental
BR-19-001-35	BGM-1148	BGM-2020	biparental
BR-19-001-37	BGM-1148	BGM-2020	biparental
BR-19-001-42	BGM-1148	BGM-2020	biparental
BR-19-001-43	BGM-1148	BGM-2020	biparental
BR-19-001-45	BGM-1148	BGM-2020	biparental
BR-19-001-46	BGM-1148	BGM-2020	biparental
BR-19-001-50	BGM-1148	BGM-2020	biparental
BR-19-001-51	BGM-1148	BGM-2020	biparental
BR-19-001-52	BGM-1148	BGM-2020	biparental
BR-19-001-53	BGM-1148	BGM-2020	biparental
BR-19-001-58	BGM-1148	BGM-2020	biparental
BR-19-001-59	BGM-1148	BGM-2020	biparental
BR-19-001-66	BGM-1148	BGM-2020	biparental
BR-19-001-73	BGM-1148	BGM-2020	biparental
BR-19-001-81	BGM-1148	BGM-2020	biparental
BR-19-001-83	BGM-1148	BGM-2020	biparental
BR-19-001-85	BGM-1148	BGM-2020	biparental
BR-19-001-88	BGM-1148	BGM-2020	biparental
BR-19-001-99	BGM-1148	BGM-2020	biparental
BR-19-002-105	BGM-1148	BRS-Jari	biparental
BR-19-002-108	BGM-1148	BRS-Jari	biparental
BR-19-002-14	BGM-1148	BRS-Jari	biparental
BR-19-002-140	BGM-1148	BRS-Jari	biparental
BR-19-002-179	BGM-1148	BRS-Jari	biparental
BR-19-002-181	BGM-1148	BRS-Jari	biparental
BR-19-002-184	BGM-1148	BRS-Jari	biparental
BR-19-002-19	BGM-1148	BRS-Jari	biparental
BR-19-002-192	BGM-1148	BRS-Jari	biparental
BR-19-002-195	BGM-1148	BRS-Jari	biparental
BR-19-002-196	BGM-1148	BRS-Jari	biparental
BR-19-002-210	BGM-1148	BRS-Jari	biparental
BR-19-002-211	BGM-1148	BRS-Jari	biparental
BR-19-002-215	BGM-1148	BRS-Jari	biparental
BR-19-002-216	BGM-1148	BRS-Jari	biparental
BR-19-002-217	BGM-1148	BRS-Jari	biparental
BR-19-002-219	BGM-1148	BRS-Jari	biparental
BR-19-002-227	BGM-1148	BRS-Jari	biparental
BR-19-002-233	BGM-1148	BRS-Jari	biparental
BR-19-002-235	BGM-1148	BRS-Jari	biparental
BR-19-002-237	BGM-1148	BRS-Jari	biparental
BR-19-002-241	BGM-1148	BRS-Jari	biparental
BR-19-002-245	BGM-1148	BRS-Jari	biparental
BR-19-002-252	BGM-1148	BRS-Jari	biparental
BR-19-002-254	BGM-1148	BRS-Jari	biparental
BR-19-002-255	BGM-1148	BRS-Jari	biparental
BR-19-002-266	BGM-1148	BRS-Jari	biparental
BR-19-002-28	BGM-1148	BRS-Jari	biparental
BR-19-002-291	BGM-1148	BRS-Jari	biparental
BR-19-002-3	BGM-1148	BRS-Jari	biparental
BR-19-002-333	BGM-1148	BRS-Jari	biparental
BR-19-002-337	BGM-1148	BRS-Jari	biparental
BR-19-002-338	BGM-1148	BRS-Jari	biparental
BR-19-002-341	BGM-1148	BRS-Jari	biparental
BR-19-002-343	BGM-1148	BRS-Jari	biparental
BR-19-002-358	BGM-1148	BRS-Jari	biparental
BR-19-002-363	BGM-1148	BRS-Jari	biparental
BR-19-002-367	BGM-1148	BRS-Jari	biparental
BR-19-002-372	BGM-1148	BRS-Jari	biparental
BR-19-002-375	BGM-1148	BRS-Jari	biparental
BR-19-002-380	BGM-1148	BRS-Jari	biparental
BR-19-002-386	BGM-1148	BRS-Jari	biparental
BR-19-002-394	BGM-1148	BRS-Jari	biparental
BR-19-002-406	BGM-1148	BRS-Jari	biparental
BR-19-002-408	BGM-1148	BRS-Jari	biparental
BR-19-002-413	BGM-1148	BRS-Jari	biparental
BR-19-002-420	BGM-1148	BRS-Jari	biparental
BR-19-002-423	BGM-1148	BRS-Jari	biparental
BR-19-002-43	BGM-1148	BRS-Jari	biparental
BR-19-002-434	BGM-1148	BRS-Jari	biparental
BR-19-002-453	BGM-1148	BRS-Jari	biparental
BR-19-002-506	BGM-1148	BRS-Jari	biparental
BR-19-002-513	BGM-1148	BRS-Jari	biparental
BR-19-002-59	BGM-1148	BRS-Jari	biparental
BR-19-002-7	BGM-1148	BRS-Jari	biparental
BR-19-002-8	BGM-1148	BRS-Jari	biparental
BR-19-002-9	BGM-1148	BRS-Jari	biparental
BR-19-004-10	BGM-0252	BR-11S1-53-07	biparental
BR-19-004-4	BGM-0252	BR-11S1-53-07	biparental
BR-19-004-7	BGM-0252	BR-11S1-53-07	biparental
BR-19-006-2	BGM-2338	BR-11S1-52-23	biparental
BR-19-010-3	BRS-Kiriris	BGM-2351	biparental
BR-19-013-10	BR-11S1-53-07	BGM-2304	biparental
BR-19-013-19	BR-11S1-53-07	BGM-2304	biparental
BR-19-016-10	BGM-0991	BRS-Jarina	biparental
BR-19-016-11	BGM-0991	BRS-Jarina	biparental
BR-19-016-12	BGM-0991	BRS-Jarina	biparental
BR-19-016-17	BGM-0991	BRS-Jarina	biparental
BR-19-016-21	BGM-0991	BRS-Jarina	biparental
BR-19-016-23	BGM-0991	BRS-Jarina	biparental
BR-19-016-25	BGM-0991	BRS-Jarina	biparental
BR-19-016-27	BGM-0991	BRS-Jarina	biparental
BR-19-016-3	BGM-0991	BRS-Jarina	biparental
BR-19-016-5	BGM-0991	BRS-Jarina	biparental
BR-19-018-1	BGM-1583	BGM-0451	biparental
BR-19-018-10	BGM-1583	BGM-0451	biparental
BR-19-018-15	BGM-1583	BGM-0451	biparental
BR-19-018-19	BGM-1583	BGM-0451	biparental
BR-19-018-23	BGM-1583	BGM-0451	biparental
BR-19-018-6	BGM-1583	BGM-0451	biparental
BR-19-018-7	BGM-1583	BGM-0451	biparental
BR-19-018-8	BGM-1583	BGM-0451	biparental
BR-19-018-9	BGM-1583	BGM-0451	biparental
BR-19-019-11	BGM-1583	BGM-1253	biparental
BR-19-023-1	BGM-0425	BGM-0021	biparental
BR-19-023-10	BGM-0425	BGM-0021	biparental
BR-19-023-11	BGM-0425	BGM-0021	biparental
BR-19-023-12	BGM-0425	BGM-0021	biparental
BR-19-023-13	BGM-0425	BGM-0021	biparental
BR-19-023-14	BGM-0425	BGM-0021	biparental
BR-19-023-15	BGM-0425	BGM-0021	biparental
BR-19-023-16	BGM-0425	BGM-0021	biparental
BR-19-023-17	BGM-0425	BGM-0021	biparental
BR-19-023-18	BGM-0425	BGM-0021	biparental
BR-19-023-2	BGM-0425	BGM-0021	biparental
BR-19-023-3	BGM-0425	BGM-0021	biparental
BR-19-023-4	BGM-0425	BGM-0021	biparental
BR-19-023-5	BGM-0425	BGM-0021	biparental
BR-19-023-6	BGM-0425	BGM-0021	biparental
BR-19-023-7	BGM-0425	BGM-0021	biparental
BR-19-023-8	BGM-0425	BGM-0021	biparental
BR-19-023-9	BGM-0425	BGM-0021	biparental
BR-19-024-1	BGM-1677	BGM-0021	biparental
BR-19-024-2	BGM-1677	BGM-0021	biparental
BR-19-024-3	BGM-1677	BGM-0021	biparental
BR-19-024-4	BGM-1677	BGM-0021	biparental
BR-19-024-5	BGM-1677	BGM-0021	biparental
BR-19-024-6	BGM-1677	BGM-0021	biparental
BR-19-024-7	BGM-1677	BGM-0021	biparental
BR-19-024-8	BGM-1677	BGM-0021	biparental
BR-19-024-9	BGM-1677	BGM-0021	biparental
BR-19-025-1	BGM-2025	BGM-0144	biparental
BR-19-025-2	BGM-2025	BGM-0144	biparental
BR-19-025-3	BGM-2025	BGM-0144	biparental
BR-19-025-4	BGM-2025	BGM-0144	biparental
BR-19-025-5	BGM-2025	BGM-0144	biparental
BR-19-026-1	BGM-0021	BGM-0144	biparental
BR-19-027-1	BRS-Jari	BGM-0144	biparental
BR-19-027-2	BRS-Jari	BGM-0144	biparental
BR-19-028-1	BGM-0449	BGM-0425	biparental
BR-19-028-2	BGM-0449	BGM-0425	biparental
BR-19-028-3	BGM-0449	BGM-0425	biparental
BR-19-028-4	BGM-0449	BGM-0425	biparental
BR-19-028-5	BGM-0449	BGM-0425	biparental
BR-19-028-6	BGM-0449	BGM-0425	biparental
BR-19-028-7	BGM-0449	BGM-0425	biparental
BR-19-029-1	BGM-2104	BGM-0425	biparental
BR-19-029-2	BGM-2104	BGM-0425	biparental
BR-19-029-3	BGM-2104	BGM-0425	biparental
BR-19-030-1	BGM-0021	BGM-1034	biparental
BR-19-030-10	BGM-0021	BGM-1034	biparental
BR-19-030-11	BGM-0021	BGM-1034	biparental
BR-19-030-12	BGM-0021	BGM-1034	biparental
BR-19-030-13	BGM-0021	BGM-1034	biparental
BR-19-030-14	BGM-0021	BGM-1034	biparental
BR-19-030-15	BGM-0021	BGM-1034	biparental
BR-19-030-16	BGM-0021	BGM-1034	biparental
BR-19-030-2	BGM-0021	BGM-1034	biparental
BR-19-030-3	BGM-0021	BGM-1034	biparental
BR-19-030-4	BGM-0021	BGM-1034	biparental
BR-19-030-5	BGM-0021	BGM-1034	biparental
BR-19-030-6	BGM-0021	BGM-1034	biparental
BR-19-030-7	BGM-0021	BGM-1034	biparental
BR-19-030-8	BGM-0021	BGM-1034	biparental
BR-19-030-9	BGM-0021	BGM-1034	biparental
BR-19-031-1	BGM-0144	BGM-1034	biparental
BR-19-031-2	BGM-0144	BGM-1034	biparental
BR-19-031-3	BGM-0144	BGM-1034	biparental
BR-19-031-4	BGM-0144	BGM-1034	biparental
BR-19-031-5	BGM-0144	BGM-1034	biparental
BR-19-031-6	BGM-0144	BGM-1034	biparental
BR-19-032-1	BRS-Jari	BGM-1034	biparental
BR-19-032-10	BRS-Jari	BGM-1034	biparental
BR-19-032-11	BRS-Jari	BGM-1034	biparental
BR-19-032-12	BRS-Jari	BGM-1034	biparental
BR-19-032-13	BRS-Jari	BGM-1034	biparental
BR-19-032-14	BRS-Jari	BGM-1034	biparental
BR-19-032-15	BRS-Jari	BGM-1034	biparental
BR-19-032-16	BRS-Jari	BGM-1034	biparental
BR-19-032-17	BRS-Jari	BGM-1034	biparental
BR-19-032-18	BRS-Jari	BGM-1034	biparental
BR-19-032-19	BRS-Jari	BGM-1034	biparental
BR-19-032-2	BRS-Jari	BGM-1034	biparental
BR-19-032-20	BRS-Jari	BGM-1034	biparental
BR-19-032-21	BRS-Jari	BGM-1034	biparental
BR-19-032-22	BRS-Jari	BGM-1034	biparental
BR-19-032-23	BRS-Jari	BGM-1034	biparental
BR-19-032-24	BRS-Jari	BGM-1034	biparental
BR-19-032-25	BRS-Jari	BGM-1034	biparental
BR-19-032-26	BRS-Jari	BGM-1034	biparental
BR-19-032-27	BRS-Jari	BGM-1034	biparental
BR-19-032-28	BRS-Jari	BGM-1034	biparental
BR-19-032-29	BRS-Jari	BGM-1034	biparental
BR-19-032-3	BRS-Jari	BGM-1034	biparental
BR-19-032-30	BRS-Jari	BGM-1034	biparental
BR-19-032-31	BRS-Jari	BGM-1034	biparental
BR-19-032-32	BRS-Jari	BGM-1034	biparental
BR-19-032-33	BRS-Jari	BGM-1034	biparental
BR-19-032-34	BRS-Jari	BGM-1034	biparental
BR-19-032-35	BRS-Jari	BGM-1034	biparental
BR-19-032-36	BRS-Jari	BGM-1034	biparental
BR-19-032-37	BRS-Jari	BGM-1034	biparental
BR-19-032-38	BRS-Jari	BGM-1034	biparental
BR-19-032-39	BRS-Jari	BGM-1034	biparental
BR-19-032-4	BRS-Jari	BGM-1034	biparental
BR-19-032-40	BRS-Jari	BGM-1034	biparental
BR-19-032-41	BRS-Jari	BGM-1034	biparental
BR-19-032-42	BRS-Jari	BGM-1034	biparental
BR-19-032-43	BRS-Jari	BGM-1034	biparental
BR-19-032-44	BRS-Jari	BGM-1034	biparental
BR-19-032-45	BRS-Jari	BGM-1034	biparental
BR-19-032-46	BRS-Jari	BGM-1034	biparental
BR-19-032-47	BRS-Jari	BGM-1034	biparental
BR-19-032-48	BRS-Jari	BGM-1034	biparental
BR-19-032-5	BRS-Jari	BGM-1034	biparental
BR-19-032-6	BRS-Jari	BGM-1034	biparental
BR-19-032-7	BRS-Jari	BGM-1034	biparental
BR-19-032-8	BRS-Jari	BGM-1034	biparental
BR-19-032-9	BRS-Jari	BGM-1034	biparental
BR-19-033-1	BGM-0425	BGM-1163	biparental
BR-19-033-2	BGM-0425	BGM-1163	biparental
BR-19-033-3	BGM-0425	BGM-1163	biparental
BR-19-033-4	BGM-0425	BGM-1163	biparental
BR-19-033-5	BGM-0425	BGM-1163	biparental
BR-19-033-6	BGM-0425	BGM-1163	biparental
BR-19-034-1	BRS-Jari	BGM-1163	biparental
BR-19-034-2	BRS-Jari	BGM-1163	biparental
BR-19-034-3	BRS-Jari	BGM-1163	biparental
BR-19-035-1	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-10	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-11	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-12	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-13	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-14	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-15	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-16	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-17	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-2	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-3	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-4	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-5	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-6	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-7	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-8	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-035-9	BRS-Gema-de-Ovo	BGM-1163	biparental
BR-19-036-1	S2-0604	BGM-1163	biparental
BR-19-036-2	S2-0604	BGM-1163	biparental
BR-19-036-3	S2-0604	BGM-1163	biparental
BR-19-036-4	S2-0604	BGM-1163	biparental
BR-19-036-5	S2-0604	BGM-1163	biparental
BR-19-036-6	S2-0604	BGM-1163	biparental
BR-19-036-7	S2-0604	BGM-1163	biparental
BR-19-036-8	S2-0604	BGM-1163	biparental
BR-19-037-1	BGM-2107	BGM-1499	biparental
BR-19-037-10	BGM-2107	BGM-1499	biparental
BR-19-037-2	BGM-2107	BGM-1499	biparental
BR-19-037-3	BGM-2107	BGM-1499	biparental
BR-19-037-4	BGM-2107	BGM-1499	biparental
BR-19-037-5	BGM-2107	BGM-1499	biparental
BR-19-037-6	BGM-2107	BGM-1499	biparental
BR-19-037-7	BGM-2107	BGM-1499	biparental
BR-19-037-8	BGM-2107	BGM-1499	biparental
BR-19-037-9	BGM-2107	BGM-1499	biparental
BR-19-038-1	BGM-1034	BGM-1677	biparental
BR-19-038-2	BGM-1034	BGM-1677	biparental
BR-19-038-3	BGM-1034	BGM-1677	biparental
BR-19-038-4	BGM-1034	BGM-1677	biparental
BR-19-038-5	BGM-1034	BGM-1677	biparental
BR-19-038-6	BGM-1034	BGM-1677	biparental
BR-19-039-1	BGM-1499	BGM-1677	biparental
BR-19-039-2	BGM-1499	BGM-1677	biparental
BR-19-039-3	BGM-1499	BGM-1677	biparental
BR-19-039-4	BGM-1499	BGM-1677	biparental
BR-19-039-5	BGM-1499	BGM-1677	biparental
BR-19-040-1	BGM-2107	BGM-1677	biparental
BR-19-040-10	BGM-2107	BGM-1677	biparental
BR-19-040-11	BGM-2107	BGM-1677	biparental
BR-19-040-12	BGM-2107	BGM-1677	biparental
BR-19-040-13	BGM-2107	BGM-1677	biparental
BR-19-040-14	BGM-2107	BGM-1677	biparental
BR-19-040-15	BGM-2107	BGM-1677	biparental
BR-19-040-2	BGM-2107	BGM-1677	biparental
BR-19-040-3	BGM-2107	BGM-1677	biparental
BR-19-040-4	BGM-2107	BGM-1677	biparental
BR-19-040-5	BGM-2107	BGM-1677	biparental
BR-19-040-6	BGM-2107	BGM-1677	biparental
BR-19-040-7	BGM-2107	BGM-1677	biparental
BR-19-040-8	BGM-2107	BGM-1677	biparental
BR-19-040-9	BGM-2107	BGM-1677	biparental
BR-19-041-1	BGM-1167	BGM-1683	biparental
BR-19-041-10	BGM-1167	BGM-1683	biparental
BR-19-041-11	BGM-1167	BGM-1683	biparental
BR-19-041-2	BGM-1167	BGM-1683	biparental
BR-19-041-3	BGM-1167	BGM-1683	biparental
BR-19-041-4	BGM-1167	BGM-1683	biparental
BR-19-041-5	BGM-1167	BGM-1683	biparental
BR-19-041-6	BGM-1167	BGM-1683	biparental
BR-19-041-7	BGM-1167	BGM-1683	biparental
BR-19-041-8	BGM-1167	BGM-1683	biparental
BR-19-041-9	BGM-1167	BGM-1683	biparental
BR-19-042-1	BGM-1497	BGM-1683	biparental
BR-19-043-1	BGM-0144	BRS-Jari	biparental
BR-19-043-2	BGM-0144	BRS-Jari	biparental
BR-19-043-3	BGM-0144	BRS-Jari	biparental
BR-19-044-1	BGM-0425	BRS-Jari	biparental
BR-19-044-2	BGM-0425	BRS-Jari	biparental
BR-19-044-3	BGM-0425	BRS-Jari	biparental
BR-19-044-4	BGM-0425	BRS-Jari	biparental
BR-19-044-5	BGM-0425	BRS-Jari	biparental
BR-19-045-1	BGM-1034	BRS-Jari	biparental
BR-19-045-2	BGM-1034	BRS-Jari	biparental
BR-19-045-3	BGM-1034	BRS-Jari	biparental
BR-19-045-4	BGM-1034	BRS-Jari	biparental
BR-19-046-1	BGM-1497	BRS-Jari	biparental
BR-19-046-2	BGM-1497	BRS-Jari	biparental
BR-19-046-3	BGM-1497	BRS-Jari	biparental
BR-19-047-1	S2-0604	BRS-399	biparental
BR-19-047-2	S2-0604	BRS-399	biparental
BR-19-047-3	S2-0604	BRS-399	biparental
BR-19-047-4	S2-0604	BRS-399	biparental
BR-19-047-5	S2-0604	BRS-399	biparental
BR-19-047-6	S2-0604	BRS-399	biparental
BR-19-047-7	S2-0604	BRS-399	biparental
BR-19-047-8	S2-0604	BRS-399	biparental
BR-19-047-9	S2-0604	BRS-399	biparental
BR-19-048-1	S2-0604	CS-01	biparental
BR-19-048-10	S2-0604	CS-01	biparental
BR-19-048-11	S2-0604	CS-01	biparental
BR-19-048-12	S2-0604	CS-01	biparental
BR-19-048-13	S2-0604	CS-01	biparental
BR-19-048-14	S2-0604	CS-01	biparental
BR-19-048-15	S2-0604	CS-01	biparental
BR-19-048-16	S2-0604	CS-01	biparental
BR-19-048-17	S2-0604	CS-01	biparental
BR-19-048-18	S2-0604	CS-01	biparental
BR-19-048-19	S2-0604	CS-01	biparental
BR-19-048-2	S2-0604	CS-01	biparental
BR-19-048-20	S2-0604	CS-01	biparental
BR-19-048-21	S2-0604	CS-01	biparental
BR-19-048-22	S2-0604	CS-01	biparental
BR-19-048-23	S2-0604	CS-01	biparental
BR-19-048-24	S2-0604	CS-01	biparental
BR-19-048-25	S2-0604	CS-01	biparental
BR-19-048-26	S2-0604	CS-01	biparental
BR-19-048-27	S2-0604	CS-01	biparental
BR-19-048-28	S2-0604	CS-01	biparental
BR-19-048-29	S2-0604	CS-01	biparental
BR-19-048-3	S2-0604	CS-01	biparental
BR-19-048-30	S2-0604	CS-01	biparental
BR-19-048-31	S2-0604	CS-01	biparental
BR-19-048-32	S2-0604	CS-01	biparental
BR-19-048-33	S2-0604	CS-01	biparental
BR-19-048-34	S2-0604	CS-01	biparental
BR-19-048-35	S2-0604	CS-01	biparental
BR-19-048-36	S2-0604	CS-01	biparental
BR-19-048-37	S2-0604	CS-01	biparental
BR-19-048-38	S2-0604	CS-01	biparental
BR-19-048-39	S2-0604	CS-01	biparental
BR-19-048-4	S2-0604	CS-01	biparental
BR-19-048-40	S2-0604	CS-01	biparental
BR-19-048-41	S2-0604	CS-01	biparental
BR-19-048-42	S2-0604	CS-01	biparental
BR-19-048-43	S2-0604	CS-01	biparental
BR-19-048-44	S2-0604	CS-01	biparental
BR-19-048-45	S2-0604	CS-01	biparental
BR-19-048-46	S2-0604	CS-01	biparental
BR-19-048-47	S2-0604	CS-01	biparental
BR-19-048-48	S2-0604	CS-01	biparental
BR-19-048-49	S2-0604	CS-01	biparental
BR-19-048-5	S2-0604	CS-01	biparental
BR-19-048-50	S2-0604	CS-01	biparental
BR-19-048-6	S2-0604	CS-01	biparental
BR-19-048-7	S2-0604	CS-01	biparental
BR-19-048-8	S2-0604	CS-01	biparental
BR-19-048-9	S2-0604	CS-01	biparental
BR-19-049-1	BGM-0144	BGM-2098	biparental
BR-19-049-2	BGM-0144	BGM-2098	biparental
BR-19-049-3	BGM-0144	BGM-2098	biparental
BR-19-049-4	BGM-0144	BGM-2098	biparental
BR-19-049-5	BGM-0144	BGM-2098	biparental
BR-19-049-6	BGM-0144	BGM-2098	biparental
BR-19-050-1	CS-01	BGM-2098	biparental
BR-19-050-2	CS-01	BGM-2098	biparental
BR-19-050-3	CS-01	BGM-2098	biparental
BR-19-050-4	CS-01	BGM-2098	biparental
BR-19-050-5	CS-01	BGM-2098	biparental
BR-19-050-6	CS-01	BGM-2098	biparental
BR-19-051-1	BGM-2107	BGM-2098	biparental
BR-19-051-2	BGM-2107	BGM-2098	biparental
BR-19-051-3	BGM-2107	BGM-2098	biparental
BR-19-052-1	BGM-0252	BGM-2105	biparental
BR-19-053-1	BGM-0425	BGM-2107	biparental
BR-19-053-10	BGM-0425	BGM-2107	biparental
BR-19-053-11	BGM-0425	BGM-2107	biparental
BR-19-053-12	BGM-0425	BGM-2107	biparental
BR-19-053-13	BGM-0425	BGM-2107	biparental
BR-19-053-14	BGM-0425	BGM-2107	biparental
BR-19-053-15	BGM-0425	BGM-2107	biparental
BR-19-053-16	BGM-0425	BGM-2107	biparental
BR-19-053-17	BGM-0425	BGM-2107	biparental
BR-19-053-18	BGM-0425	BGM-2107	biparental
BR-19-053-19	BGM-0425	BGM-2107	biparental
BR-19-053-2	BGM-0425	BGM-2107	biparental
BR-19-053-3	BGM-0425	BGM-2107	biparental
BR-19-053-4	BGM-0425	BGM-2107	biparental
BR-19-053-5	BGM-0425	BGM-2107	biparental
BR-19-053-6	BGM-0425	BGM-2107	biparental
BR-19-053-7	BGM-0425	BGM-2107	biparental
BR-19-053-8	BGM-0425	BGM-2107	biparental
BR-19-053-9	BGM-0425	BGM-2107	biparental
