sireID,damID,Nsegsnps,predOf,Trait,predMean,predSD,predUsefulness
212,BR-19GS-113-8,BGM-0048,3626,TGV,SELIND,33.9768619142137,6.87124778894154,52.3230935106876
213,BR-21GS-C3-287-9,BR-21GS-C3-286-1,3173,TGV,SELIND,36.2275941457193,6.02663694475707,52.3187147882207
214,BR-18GS-085-83,BR-21GS-C3-104-63,3655,TGV,SELIND,34.8393454981511,6.54534077957814,52.3154053796247
215,BR-18GS-001-3,BR-18GS-001-10,3279,TGV,SELIND,32.2733542183945,7.50529853358613,52.3125013030694
216,BR-18GS-001-3,BGM-0226,4300,TGV,SELIND,36.0449918471756,6.09250029478457,52.3119676342504
217,BR-19GS-063-59,BR-21GS-C3-069-3,3567,TGV,SELIND,35.5952452202252,6.25629970916278,52.2995654436898
218,BR-18GS-001-3,BGM-0815,4185,TGV,SELIND,34.285132604753,6.74508806071265,52.2945177268558
219,BR-18GS-085-83,BR-18GS-085-1,3397,TGV,SELIND,30.7775705083382,8.05689515480858,52.2894805716771
220,BR-18GS-001-3,BGM-1422,4297,TGV,SELIND,35.6007699972136,6.24669170190719,52.2794368413058
221,BR-21GS-C3-069-3,BGM-0048,3620,TGV,SELIND,33.4623607650324,7.04707632567738,52.278054554591
222,BR-18GS-085-83,BR-18GS-084-34,3568,TGV,SELIND,33.1981663559798,7.14184243350595,52.2668856534407
223,BR-18GS-085-83,BR-18GS-085-145,3447,TGV,SELIND,32.7518304440192,7.30758283250141,52.263076606798
224,BR-19GS-063-59,BR-19GS-113-8,3434,TGV,SELIND,36.1097463694066,6.04606181090325,52.2527314045183
225,BR-18GS-001-3,BR-18GS-059-26,3446,TGV,SELIND,32.9938476661284,7.20572597723694,52.233136025351
226,BR-18GS-085-83,BR-21GS-C3-286-31,3571,TGV,SELIND,32.7258816897943,7.30207799330992,52.2224299319318
227,BR-18GS-001-3,BR-18GS-055-19,3591,TGV,SELIND,33.2492359741098,7.10320986385132,52.2148063105928
228,BR-18GS-085-83,BR-18GS-059-69,3683,TGV,SELIND,32.1030104415209,7.53105641133663,52.2109310597897
229,BR-18GS-098-1,BR-19GS-030-39,3769,TGV,SELIND,35.1254367478342,6.39293224225312,52.19456583465
