sireID,damID,Nsegsnps,predOf,Trait,predMean,predSD,predUsefulness,type
161,BR-18GS-085-83,BR-21GS-C3-251-3,3740,BV,SELIND,40.2382356727814,7.72911097800792,60.8749619840625,FALSE
162,BR-18GS-085-83,BR-18GS-085-145,3447,BV,SELIND,39.4441926555365,8.02333625443953,60.86650045489,FALSE
163,BR-18GS-085-83,BR-21GS-C3-133-4,3742,BV,SELIND,40.6472253469116,7.56451184353238,60.844471969143,FALSE
164,BR-18GS-085-83,BR-21GS-C3-061-1,3736,BV,SELIND,40.7577206429168,7.52208839339631,60.8416966532849,FALSE
165,BR-18GS-001-3,BR-21GS-C3-104-33,3481,BV,SELIND,40.6159955383754,7.57435050948407,60.8395113986978,FALSE
166,BR-18GS-085-83,BR-18GS-001-31,3623,BV,SELIND,38.8135706208196,8.24392439160762,60.824848746412,FALSE
167,BR-18GS-085-83,BR-21GS-C3-055-8,3677,BV,SELIND,41.1887253642835,7.35217340520006,60.8190283561677,FALSE
168,BR-18GS-001-3,BR-18GS-001-14,3315,BV,SELIND,40.6584294326462,7.54560685343624,60.805199731321,FALSE
169,BR-18GS-085-83,BR-18GS-059-9,3587,BV,SELIND,40.9958708287849,7.4106777658947,60.7823804637237,FALSE
170,BR-18GS-001-3,BR-21GS-C3-057-29,3534,BV,SELIND,40.1867865097778,7.71353784645265,60.7819325598064,FALSE
171,BR-18GS-001-3,BGM-1371,4215,BV,SELIND,41.8688968398826,7.0789427422508,60.7696739616922,FALSE
172,BR-18GS-085-83,BR-18GS-001-21,3667,BV,SELIND,38.9160787590437,8.1839435085357,60.7672079268341,FALSE
173,BR-18GS-001-3,BGM-0140,4266,BV,SELIND,39.9834057727767,7.77505300251656,60.7427972894959,FALSE
174,BR-18GS-001-3,BR-21GS-C3-286-8,3556,BV,SELIND,37.2278742605721,8.79857781999734,60.720077039965,FALSE
175,BR-18GS-085-83,BR-21GS-C3-059-15,3711,BV,SELIND,40.9653945298036,7.39112513430072,60.6996986383865,FALSE
176,BR-18GS-001-3,BR-18GS-001-23,3150,BV,SELIND,36.8705442244338,8.92434050894814,60.6985333833253,FALSE
177,BR-18GS-001-3,BR-18GS-059-62,3223,BV,SELIND,37.4944662355291,8.68435790359006,60.6817018381146,FALSE
178,BR-19GS-063-59,BR-18GS-059-43,3487,BV,SELIND,43.3931991376094,6.4699656545458,60.6680074352467,FALSE
179,BR-19GS-113-8,BR-18GS-034-21,3830,BV,SELIND,41.1522673815842,7.30825540060304,60.6653093011943,FALSE
180,BR-18GS-098-1,BR-18GS-034-21,4050,BV,SELIND,40.483281210844,7.55382138662814,60.6519843131411,FALSE
181,BR-18GS-034-21,BR-18GS-111-57,4140,BV,SELIND,39.2218867563261,8.02562499701853,60.6503054983656,FALSE
182,BR-19GS-030-39,BGM-0048,3704,BV,SELIND,39.7845358893079,7.81010482635687,60.6375157756807,FALSE
183,BR-18GS-085-83,BR-18GS-097-3,3935,BV,SELIND,41.7211064458864,7.08369757424454,60.6345789691193,FALSE
184,BR-21GS-C3-069-3,BR-18GS-034-21,3729,BV,SELIND,40.443816790954,7.54211692447281,60.5812689792964,FALSE
185,BR-18GS-001-3,BR-21GS-C3-162-17,3550,BV,SELIND,38.3266674289824,8.32961379760121,60.5667362685776,FALSE
186,BR-18GS-085-83,BR-21GS-C3-296-2,3874,BV,SELIND,41.47448923379,7.14905121705912,60.5624559833378,FALSE
187,BR-18GS-001-3,BR-21GS-C3-251-3,3634,BV,SELIND,39.7088773522042,7.81010176860324,60.5618490743749,FALSE
188,BR-19GS-063-59,BR-18GS-111-57,3875,BV,SELIND,41.0978426928623,7.28979497217954,60.5615952685817,FALSE
189,BR-18GS-001-3,BR-18GS-085-145,3528,BV,SELIND,38.9148343349593,8.10138616394631,60.5455353926959,FALSE
190,BR-18GS-001-3,BR-21GS-C3-133-4,3181,BV,SELIND,40.1178670263344,7.64724607662907,60.536014050934,FALSE
191,BR-18GS-001-3,BR-21GS-C3-061-1,3398,BV,SELIND,40.2283623223396,7.60528414483276,60.5344709890431,FALSE
192,BR-18GS-085-83,BR-18GS-085-53,3243,BV,SELIND,40.4022713850939,7.5398479954938,60.5336655330623,FALSE
193,BR-18GS-034-27,BR-18GS-034-21,3447,BV,SELIND,39.8813473646864,7.7291203973085,60.5180988255,FALSE
194,BR-18GS-001-3,BR-21GS-C3-055-8,3415,BV,SELIND,40.6593670437063,7.43727012456238,60.5168782762879,FALSE
195,BR-18GS-085-83,BR-21GS-C3-288-30,3824,BV,SELIND,40.7763272104745,7.38914835409236,60.5053533159011,FALSE
196,BR-18GS-001-3,BR-18GS-001-31,3257,BV,SELIND,38.2842123002424,8.31990519778442,60.4983591783268,FALSE
197,BR-21GS-C3-287-9,BR-18GS-109-17,3524,BV,SELIND,42.4400641687035,6.76334799138966,60.4982033057139,FALSE
198,BR-18GS-085-83,BGM-1596,4357,BV,SELIND,40.4655162393212,7.50135838619093,60.494143130451,FALSE
199,BR-18GS-059-43,BR-19GS-030-39,3484,BV,SELIND,42.5885529961722,6.70385393556227,60.4878430041234,FALSE
200,BR-21GS-C3-287-9,BR-18GS-109-10,3428,BV,SELIND,40.5343267720797,7.47216489629055,60.4850070451755,FALSE
201,BR-18GS-001-3,BR-18GS-059-9,3214,BV,SELIND,40.4665125082077,7.49511027774129,60.4784569497769,FALSE
202,BR-21GS-C3-287-9,BGM-1156,3477,BV,SELIND,41.127409764564,7.24606447240616,60.4744019058885,FALSE
203,BR-18GS-085-83,BR-18GS-084-30,3482,BV,SELIND,40.2151430854217,7.58583317087452,60.4693176516567,FALSE
204,BR-18GS-085-83,BR-18GS-085-143,3392,BV,SELIND,38.1407399181245,8.36062320384838,60.4636038723997,FALSE
205,BR-18GS-085-83,BR-18GS-085-37,3393,BV,SELIND,39.6091713508224,7.80579744922442,60.4506505402516,FALSE
206,BR-18GS-085-83,BR-21GS-C3-162-13,3900,BV,SELIND,37.250817544954,8.68616087607484,60.4428670840738,FALSE
207,BR-18GS-001-3,BR-18GS-001-21,3351,BV,SELIND,38.3867204384665,8.26047604418054,60.4421914764286,FALSE
208,BR-19GS-063-59,BR-18GS-098-1,3793,BV,SELIND,42.3592371473802,6.76688049877682,60.4268080791143,FALSE
209,BR-18GS-085-83,BR-18GS-034-57,3689,BV,SELIND,41.1124120035779,7.22550607497551,60.4045132237625,FALSE
210,BR-18GS-001-3,BR-21GS-C3-059-15,3603,BV,SELIND,40.4360362092264,7.47577847962799,60.3963647498331,FALSE
211,BR-19GS-063-59,BR-19GS-113-8,3434,BV,SELIND,43.0282233181204,6.49161390904364,60.3608324552669,FALSE
212,BR-19GS-063-59,BR-21GS-C3-069-3,3567,BV,SELIND,42.3197727274902,6.75381239346079,60.3524518180305,FALSE
213,BR-18GS-085-83,BR-18GS-001-55,3673,BV,SELIND,38.5326117969731,8.17221871046444,60.3524357539131,FALSE
214,BR-19GS-063-59,BR-18GS-034-27,3819,BV,SELIND,41.7573033012226,6.9620224259719,60.3459031785676,FALSE
215,BR-18GS-001-3,BR-18GS-097-3,3825,BV,SELIND,41.1917481253092,7.17198051091433,60.3409360894504,FALSE
